title,description,thumbnail_url,video_url,category,is_hero
Deadpool,Hazilkash va o'lmas yollanma qotilning o'z dushmanlaridan qasos olishi.,https://img.youtube.com/vi/ONHBaC-HUhs/maxresdefault.jpg,https://www.youtube.com/watch?v=ONHBaC-HUhs,Kino,false
Cobra Kai,Mashhur Karatist bola filmining davomi bo'lgan jangovar serial.,https://img.youtube.com/vi/MLpyi86H68A/maxresdefault.jpg,https://www.youtube.com/watch?v=MLpyi86H68A,Serial,false
Brave,Shotlandiyalik jasur malika Meridaning o'z oilasini qutqarish uchun kurashi.,https://img.youtube.com/vi/TEHWDA_6e6s/maxresdefault.jpg,https://www.youtube.com/watch?v=TEHWDA_6e6s,Multfilm,false
Edge of Tomorrow,Vaqt doirasiga tushib qolgan askarning o'zga sayyoraliklarga qarshi jangi.,https://img.youtube.com/vi/vw61UXFyIsM/maxresdefault.jpg,https://www.youtube.com/watch?v=vw61UXFyIsM,Kino,false
Hannibal,Aqlli qotil Gannibal Lekterning o'z o'ljalari bilan psixologik o'yinlari.,https://img.youtube.com/vi/2XU40W77N8c/maxresdefault.jpg,https://www.youtube.com/watch?v=2XU40W77N8c,Serial,false
Inside Out,Inson miyasidagi hissiyotlar olami va ularning hayotga ta'siri.,https://img.youtube.com/vi/yRUAzGQ3K68/maxresdefault.jpg,https://www.youtube.com/watch?v=yRUAzGQ3K68,Multfilm,false
The Dark Knight Rises,Betmenning Gothamni butunlay yo'q qilishdan qutqarish uchun so'nggi jangi.,https://img.youtube.com/vi/g8evyE9TuYk/maxresdefault.jpg,https://www.youtube.com/watch?v=g8evyE9TuYk,Kino,false
The Punisher,O'z oilasidan ayrilgan Frenk Kastlning jinoyatchilarga qarshi shafqatsiz qasosi.,https://img.youtube.com/vi/lIY6zFL95hE/maxresdefault.jpg,https://www.youtube.com/watch?v=lIY6zFL95hE,Serial,false
Puss in Boots,Etik kiygan mushukning shon-shuhrat va xazina izlab qilgan sarguzashtlari.,https://img.youtube.com/vi/55gmAtci7vI/maxresdefault.jpg,https://www.youtube.com/watch?v=55gmAtci7vI,Multfilm,false
Spider-Man: Homecoming,Yosh Piter Parkerning o'rgimchak-odam sifatida o'z kuchini isbotlashga urinishi.,https://img.youtube.com/vi/n9DwoQ7HWvI/maxresdefault.jpg,https://www.youtube.com/watch?v=n9DwoQ7HWvI,Kino,false
Scream,Niqob ostidagi qotil va bir guruh o'smirlar o'rtasidagi qo'rqinchli o'yin.,https://img.youtube.com/vi/beToTslH17s/maxresdefault.jpg,https://www.youtube.com/watch?v=beToTslH17s,Serial,false
The Good Dinosaur,Dinozavrlar yo'qolmagan dunyoda mittigina dinozavrning uyi sari sayohati.,https://img.youtube.com/vi/O-RgquKUMM8/maxresdefault.jpg,https://www.youtube.com/watch?v=O-RgquKUMM8,Multfilm,false
Hacksaw Ridge,Urushda qo'liga qurol olmasdan o'nlab askarlar hayotini saqlab qolgan qahramon.,https://img.youtube.com/vi/s2-1hz1juBI/maxresdefault.jpg,https://www.youtube.com/watch?v=s2-1hz1juBI,Kino,false
Silicon Valley,IT startaplari va daho dasturchilarning kulgili hayoti haqida serial.,https://img.youtube.com/vi/Vm4tr_3nLbc/maxresdefault.jpg,https://www.youtube.com/watch?v=Vm4tr_3nLbc,Serial,false
Kung Fu Panda 3,Po o'zining haqiqiy otasini topishi va panda qishlog'ini himoya qilishi.,https://img.youtube.com/vi/10r9ozshGVE/maxresdefault.jpg,https://www.youtube.com/watch?v=10r9ozshGVE,Multfilm,false



title,description,thumbnail_url,video_url,category,is_hero
Gladiator II,Rim imperiyasining yangi davri va o'tmish xotiralari bilan kurashayotgan jangchi.,https://img.youtube.com/vi/4rgYUipGJNo/maxresdefault.jpg,https://www.youtube.com/watch?v=4rgYUipGJNo,Kino,true
The Last of Us,Zombi virusi dunyoni vayron qilganidan so'ng Joel va Ellining xavfli sayohati.,https://img.youtube.com/vi/uLtkt8BonwM/maxresdefault.jpg,https://www.youtube.com/watch?v=uLtkt8BonwM,Serial,true
Moana 2,Moana o'z xalqini qutqarish uchun okeanning eng uzoq chekkalariga yo'l oladi.,https://img.youtube.com/vi/hOC1-oX9W2E/maxresdefault.jpg,https://www.youtube.com/watch?v=hOC1-oX9W2E,Multfilm,true
Oppenheimer,Atom bombasi yaratuvchisi Robert Oppengeymerning hayoti va ilmiy kashfiyoti.,https://img.youtube.com/vi/uYPbbksJxIg/maxresdefault.jpg,https://www.youtube.com/watch?v=uYPbbksJxIg,Kino,false
Succession,Media-magnat oilasining boylik va hokimiyat uchun o'zaro shafqatsiz kurashi.,https://img.youtube.com/vi/OzYxJV_rmE8/maxresdefault.jpg,https://www.youtube.com/watch?v=OzYxJV_rmE8,Serial,false
Toy Story 4,Vudi va uning do'stlarining yangi egasi qo'lidagi qiziqarli sarguzashtlari.,https://img.youtube.com/vi/wmiIUN-7qhE/maxresdefault.jpg,https://www.youtube.com/watch?v=wmiIUN-7qhE,Multfilm,false
Dune: Part Two,Pol Atreydesning Fremenlar bilan birlashib dushmanlardan qasos olishi.,https://img.youtube.com/vi/Way9Dexny3w/maxresdefault.jpg,https://www.youtube.com/watch?v=Way9Dexny3w,Kino,true
The Bear,Yosh oshpazning o'z oilasidan qolgan eski oshxonani yuritishga urinishi haqida.,https://img.youtube.com/vi/y-csqpnu_zE/maxresdefault.jpg,https://www.youtube.com/watch?v=y-csqpnu_zE,Serial,false
Inside Out 2,Rayli ulg'aygan sari uning miyasida yangi va kutilmagan his-tuyg'ular paydo bo'ladi.,https://img.youtube.com/vi/L4DrolmDxmw/maxresdefault.jpg,https://www.youtube.com/watch?v=L4DrolmDxmw,Multfilm,true
The Godfather,Korreone mafiya oilasining qudrati va oilaviy munosabatlari haqida klassika.,https://img.youtube.com/vi/UaVTIH8mujA/maxresdefault.jpg,https://www.youtube.com/watch?v=UaVTIH8mujA,Kino,false
Better Call Saul,Sol Gudmanning qanday qilib oddiy yuristdan firibgarga aylanishi tarixi.,https://img.youtube.com/vi/HN4oydykJTo/maxresdefault.jpg,https://www.youtube.com/watch?v=HN4oydykJTo,Serial,false
Spider-Man: Across the Spider-Verse,Minglab o'rgimchak-odamlar birlashgan ajoyib multfilm sarguzashti.,https://img.youtube.com/vi/shW9i6k8cB0/maxresdefault.jpg,https://www.youtube.com/watch?v=shW9i6k8cB0,Multfilm,false
Napoleon,Fransiya imperatori Napoleon Bonapartning yuksalishi va tushishi haqida.,https://img.youtube.com/vi/OAZWXUkrjPc/maxresdefault.jpg,https://www.youtube.com/watch?v=OAZWXUkrjPc,Kino,false
The White Lotus,Hashamatli kurortdagi boy mehmonlarning bir hafta ichidagi sirlari.,https://img.youtube.com/vi/TGLq7_DewZ0/maxresdefault.jpg,https://www.youtube.com/watch?v=TGLq7_DewZ0,Serial,false
Frozen II,Elsa o'zining sehrli kuchlari manbasini topish uchun uzoq shimolga boradi.,https://img.youtube.com/vi/Zi4LMpUIbe0/maxresdefault.jpg,https://www.youtube.com/watch?v=Zi4LMpUIbe0,Multfilm,false
Inception,Tushlar ichiga kirib ma'lumot o'g'irlaydigan mutaxassislar haqidagi daho film.,https://img.youtube.com/vi/YoHD9XEInc0/maxresdefault.jpg,https://www.youtube.com/watch?v=YoHD9XEInc0,Kino,true
Mindhunter,FQB agentlarining qotillar psixologiyasini o'rganish bo'yicha tadqiqotlari.,https://img.youtube.com/vi/oOCAYp3_Y80/maxresdefault.jpg,https://www.youtube.com/watch?v=oOCAYp3_Y80,Serial,false
Coco,Musiqachi bo'lishni orzu qilgan Migelning o'liklar dunyosidagi sarguzashtlari.,https://img.youtube.com/vi/Rvr68u6k5sI/maxresdefault.jpg,https://www.youtube.com/watch?v=Rvr68u6k5sI,Multfilm,false
Parasite,Kambag'al oilaning boylar uyiga hiyla bilan joylashib olishi va fojia.,https://img.youtube.com/vi/5xH0HfJHsaY/maxresdefault.jpg,https://www.youtube.com/watch?v=5xH0HfJHsaY,Kino,false
Ted Lasso,Optimist futbol murabbiyining Angliya futbolidagi g'aroyib faoliyati.,https://img.youtube.com/vi/3u7EIiohs6U/maxresdefault.jpg,https://www.youtube.com/watch?v=3u7EIiohs6U,Serial,false
Encanto,Madrigal oilasining sehrli uyi va har bir a'zosining g'aroyib qobiliyati.,https://img.youtube.com/vi/CaimKeNpzd8/maxresdefault.jpg,https://www.youtube.com/watch?v=CaimKeNpzd8,Multfilm,false
The Dark Knight,Betmenning Gotham shahrini tartibsizlikka solgan Jokerga qarshi jangi.,https://img.youtube.com/vi/EXeTwQWrcwY/maxresdefault.jpg,https://www.youtube.com/watch?v=EXeTwQWrcwY,Kino,false
Narcos,Kolumbiyalik narkobaron Pablo Eskobarning hayoti va faoliyati haqida.,https://img.youtube.com/vi/xl8zdCY-DX0/maxresdefault.jpg,https://www.youtube.com/watch?v=xl8zdCY-DX0,Serial,false
Luca,Dengiz maxluqi bo'lgan bolakayning insonlar orasidagi yozgi sayohati.,https://img.youtube.com/vi/mYfJxlgR2jw/maxresdefault.jpg,https://www.youtube.com/watch?v=mYfJxlgR2jw,Multfilm,false
Joker: Folie à Deux,Artur Flekning klinikasidagi hayoti va uning yangi hamrohi sarguzashti.,https://img.youtube.com/vi/_OKAwz2uxFE/maxresdefault.jpg,https://www.youtube.com/watch?v=_OKAwz2uxFE,Kino,true
Sherlock,Zamonaviy Londonda eng murakkab jinoyatlarni fosh qiladigan daho detektiv.,https://img.youtube.com/vi/vPh39m-Tf_8/maxresdefault.jpg,https://www.youtube.com/watch?v=vPh39m-Tf_8,Serial,false
Minions: Rise of Gru,Yosh Gruning dunyodagi eng yovuz odam bo'lish uchun qilgan ilk qadami.,https://img.youtube.com/vi/6DxjJzmYsXo/maxresdefault.jpg,https://www.youtube.com/watch?v=6DxjJzmYsXo,Multfilm,false
Dunkirk,Ikkinchi jahon urushida askarlarning qamal ostidan qutqarilishi haqida.,https://img.youtube.com/vi/F-eMt3SrfFU/maxresdefault.jpg,https://www.youtube.com/watch?v=F-eMt3SrfFU,Kino,false
The Queen's Gambit,Yetimxonadagi qizning shaxmat bo'yicha jahon chempioni bo'lish yo'li.,https://img.youtube.com/vi/CDrieqwSdgI/maxresdefault.jpg,https://www.youtube.com/watch?v=CDrieqwSdgI,Serial,false
Soul,Inson hayotining ma'nosi va jonlar dunyosiga qilingan sehrli sayohat.,https://img.youtube.com/vi/GsL6wgpX_u4/maxresdefault.jpg,https://www.youtube.com/watch?v=GsL6wgpX_u4,Multfilm,false
The Shawshank Redemption,Qamoqxonadan qochishni rejalashtirgan begunoh mahbusning sabr-toqati.,https://img.youtube.com/vi/6hB3S9bIaco/maxresdefault.jpg,https://www.youtube.com/watch?v=6hB3S9bIaco,Kino,false
Severance,Xodimlarning ish va shaxsiy hayotdagi xotiralari ajratilgan kompaniya siri.,https://img.youtube.com/vi/xKTGeuE50v8/maxresdefault.jpg,https://www.youtube.com/watch?v=xKTGeuE50v8,Serial,false
Kung Fu Panda 4,Po ajdarho jangchisi sifatida yangi yovuz dushmanga qarshi jangga kiradi.,https://img.youtube.com/vi/_inKs4eeHiI/maxresdefault.jpg,https://www.youtube.com/watch?v=_inKs4eeHiI,Multfilm,false
Schindler's List,Ikkinchi jahon urushida minglab yahudiylarni qutqargan tadbirkor hikoyasi.,https://img.youtube.com/vi/gG22XNhtnoY/maxresdefault.jpg,https://www.youtube.com/watch?v=gG22XNhtnoY,Kino,false
House of the Dragon,Targariyenlar sulolasining o'zaro taxt talashishi va ajdarlar urushi.,https://img.youtube.com/vi/DotnJ7tTA34/maxresdefault.jpg,https://www.youtube.com/watch?v=DotnJ7tTA34,Serial,true
Spirited Away,Sehrli va g'aroyib mavjudotlar yashaydigan dunyoga tushib qolgan qizaloq.,https://img.youtube.com/vi/ByXuk9QqQkk/maxresdefault.jpg,https://www.youtube.com/watch?v=ByXuk9QqQkk,Multfilm,false
Forrest Gump,Oddiy yigit Forrestning AQSH tarixidagi eng muhim voqealarga aralashishi.,https://img.youtube.com/vi/bLvqoHBptjg/maxresdefault.jpg,https://www.youtube.com/watch?v=bLvqoHBptjg,Kino,false
True Detective,Har bir faslda yangi jinoyatlarni fosh qiladigan mahoratli detektivlar.,https://img.youtube.com/vi/fVQUcaO4AvE/maxresdefault.jpg,https://www.youtube.com/watch?v=fVQUcaO4AvE,Serial,false
How to Train Your Dragon 3,Ikkala va uning ajdari tishsizning yashirin ajdarlar dunyosini topishi.,https://img.youtube.com/vi/SkcucKVs96Y/maxresdefault.jpg,https://www.youtube.com/watch?v=SkcucKVs96Y,Multfilm,false
The Matrix,Insoniyat simulyatsiya ichida yashayotganini bilib qolgan Neoning kurashi.,https://img.youtube.com/vi/vKQi3bBA1y8/maxresdefault.jpg,https://www.youtube.com/watch?v=vKQi3bBA1y8,Kino,false
Peaky Blinders,Tomas Shelbi va uning oilasining Birmingemda qudratga erishish tarixi.,https://img.youtube.com/vi/oVzVdvGIC7U/maxresdefault.jpg,https://www.youtube.com/watch?v=oVzVdvGIC7U,Serial,true
Puss in Boots: The Last Wish,Mushuk o'zining oxirgi jonini saqlash uchun sehrli yulduzni qidiradi.,https://img.youtube.com/vi/RqrXhwS33yc/maxresdefault.jpg,https://www.youtube.com/watch?v=RqrXhwS33yc,Multfilm,true
Seven,Yetti gunoh asosida qotillik qilayotgan jinoyatchini izlayotgan detektivlar.,https://img.youtube.com/vi/znmZoVgVvDY/maxresdefault.jpg,https://www.youtube.com/watch?v=znmZoVgVvDY,Kino,false
Fargo,Kichik shaharchadagi tasodifiy jinoyatlar va ularni fosh etuvchi detektivlar.,https://img.youtube.com/vi/uY5_fA9vWJc/maxresdefault.jpg,https://www.youtube.com/watch?v=uY5_fA9vWJc,Serial,false
Zootopia,Hayvonlar shahrida politsiyachi quyon va ayyor tulkining qidiruvi.,https://img.youtube.com/vi/jWM0ct-OLsM/maxresdefault.jpg,https://www.youtube.com/watch?v=jWM0ct-OLsM,Multfilm,false
The Departed,Politsiya va mafiya orasiga kirib olgan josuslarning xavfli o'yini.,https://img.youtube.com/vi/iojhqm0Jyi4/maxresdefault.jpg,https://www.youtube.com/watch?v=iojhqm0Jyi4,Kino,false
Yellowstone,Duttonlar oilasining AQSHdagi eng katta fermani himoya qilish kurashi.,https://img.youtube.com/vi/1X_mD1FzHNo/maxresdefault.jpg,https://www.youtube.com/watch?v=1X_mD1FzHNo,Serial,false
Inside Out,Inson miyasidagi hissiyotlar olami va ularning hayotga ta'siri haqida.,https://img.youtube.com/vi/yRUAzGQ3K68/maxresdefault.jpg,https://www.youtube.com/watch?v=yRUAzGQ3K68,Multfilm,false
12 Angry Men,Sudda bir yigitning taqdirini hal qilishi kerak bo'lgan 12 nafar hakam.,https://img.youtube.com/vi/2L4Igb4v_S4/maxresdefault.jpg,https://www.youtube.com/watch?v=2L4Igb4v_S4,Kino,false
Chernobyl,1986-yildagi atom stansiyasi fojiasi haqidagi realistik serial.,https://img.youtube.com/vi/s9APLXM9Ei8/maxresdefault.jpg,https://www.youtube.com/watch?v=s9APLXM9Ei8,Serial,false
Ratatouille,Oshpaz bo'lishni orzu qilgan kalamush Remining Parijdagi sarguzashtlari.,https://img.youtube.com/vi/NgsQ8m9H8Lg/maxresdefault.jpg,https://www.youtube.com/watch?v=NgsQ8m9H8Lg,Multfilm,false
Whiplash,Eng zo'r barabanchi bo'lishga intilayotgan yigit va shafqatsiz o'qituvchi.,https://img.youtube.com/vi/7d_jQycdQGo/maxresdefault.jpg,https://www.youtube.com/watch?v=7d_jQycdQGo,Kino,false
Black Mirror,Texnologiyalar kelajakda insoniyatga qanday xavf tug'dirishi haqida.,https://img.youtube.com/vi/V0HCRL48TUM/maxresdefault.jpg,https://www.youtube.com/watch?v=V0HCRL48TUM,Serial,false
The Incredibles,O'z kuchlarini yashirishga majbur bo'lgan superqahramonlar oilasi.,https://img.youtube.com/vi/eZbzbC9285I/maxresdefault.jpg,https://www.youtube.com/watch?v=eZbzbC9285I,Multfilm,false
The Prestige,Ikki daho illyuzionistning o'zaro shafqatsiz va sirli raqobati haqida.,https://img.youtube.com/vi/o4gHCmTQDVI/maxresdefault.jpg,https://www.youtube.com/watch?v=o4gHCmTQDVI,Kino,false
Narcos: Mexico,Meksikadagi narkokartellarning paydo bo'lishi va ularga qarshi kurash.,https://img.youtube.com/vi/VBLcYJ7C4F0/maxresdefault.jpg,https://www.youtube.com/watch?v=VBLcYJ7C4F0,Serial,false
Finding Nemo,Okeanda yo'qolgan o'g'lini izlayotgan baliqning hayajonli sarguzashti.,https://img.youtube.com/vi/2zLkasScy7A/maxresdefault.jpg,https://www.youtube.com/watch?v=2zLkasScy7A,Multfilm,false
Gladiator,Rimli sarkardaning qulga aylanishi va uning imperatordan qasos olishi.,https://img.youtube.com/vi/P5ieIbInFpg/maxresdefault.jpg,https://www.youtube.com/watch?v=P5ieIbInFpg,Kino,false
Mr. Robot,Daho xakerning dunyo moliyaviy tizimini ag'darishga urinishi haqida.,https://img.youtube.com/vi/N6HGuJC--rk/maxresdefault.jpg,https://www.youtube.com/watch?v=N6HGuJC--rk,Serial,false
Wall-E,Yerda yolg'iz qolgan robotning kosmosdagi insoniyatga yordam berishi.,https://img.youtube.com/vi/8-_9n5Dt8w0/maxresdefault.jpg,https://www.youtube.com/watch?v=8-_9n5Dt8w0,Multfilm,false
The Silence of the Lambs,Federal agent va aqlli qotil Gannibal Lekter o'rtasidagi suhbatlar.,https://img.youtube.com/vi/W6Mm8Sbeu6Y/maxresdefault.jpg,https://www.youtube.com/watch?v=W6Mm8Sbeu6Y,Kino,false
The Boys,Superqahramonlarning yovuz tomonini ochib beruvchi shov-shuvli serial.,https://img.youtube.com/vi/M1bhOaLv4FU/maxresdefault.jpg,https://www.youtube.com/watch?v=M1bhOaLv4FU,Serial,true
Up,Qariya Karlning uchar sharli uyda Janubiy Amerikaga qilgan sayohati.,https://img.youtube.com/vi/ORFWdXl_zJ4/maxresdefault.jpg,https://www.youtube.com/watch?v=ORFWdXl_zJ4,Multfilm,false
Saving Private Ryan,Ikkinchi jahon urushida bitta askarni qutqarish uchun yuborilgan guruh.,https://img.youtube.com/vi/zwhP5b4tD6g/maxresdefault.jpg,https://www.youtube.com/watch?v=zwhP5b4tD6g,Kino,false
Vikings,Shimoliy dengizlarda yangi yerlarni zabt etgan buyuk vikinglar tarixi.,https://img.youtube.com/vi/mAl60zhS_Lw/maxresdefault.jpg,https://www.youtube.com/watch?v=mAl60zhS_Lw,Serial,false
Monsters, Inc.,Maxluqlar dunyosida bolalar qo'rquvidan energiya oladigan zavod siri.,https://img.youtube.com/vi/6tQ4p8p0mXg/maxresdefault.jpg,https://www.youtube.com/watch?v=6tQ4p8p0mXg,Multfilm,false
The Wolf of Wall Street,Uoll-stritdagi yirik moliyaviy o'yinlar va dabdabali hayot haqida.,https://img.youtube.com/vi/iszwuceS6cc/maxresdefault.jpg,https://www.youtube.com/watch?v=iszwuceS6cc,Kino,false
Suits,Advokatlik diplomi yo'q bo'lsa ham daho bo'lgan yosh yigitning faoliyati.,https://img.youtube.com/vi/85z53bAebsI/maxresdefault.jpg,https://www.youtube.com/watch?v=85z53bAebsI,Serial,false
Cars,Chaqmoq Makkuinning poygalar olamidan do'stlikni topishigacha bo'lgan yo'li.,https://img.youtube.com/vi/SbXIj26AKMC/maxresdefault.jpg,https://www.youtube.com/watch?v=SbXIj26AKMC,Multfilm,false
No Country for Old Men,Tasodifan topilgan pul sumkasi ortidan tushgan shafqatsiz qotil.,https://img.youtube.com/vi/38A__WT3-o0/maxresdefault.jpg,https://www.youtube.com/watch?v=38A__WT3-o0,Kino,false
Breaking Bad,Kimyo o'qituvchisi qanday qilib narkobaron Uolter Uaytga aylangani haqida.,https://img.youtube.com/vi/HhesaQAMGi8/maxresdefault.jpg,https://www.youtube.com/watch?v=HhesaQAMGi8,Serial,false
Beauty and the Beast,Go'zal qiz va uning sehrlangan mahluq bilan bo'lgan muhabbat hikoyasi.,https://img.youtube.com/vi/e3Nl_TCQXuw/maxresdefault.jpg,https://www.youtube.com/watch?v=e3Nl_TCQXuw,Multfilm,false
Interstellar,Koinotning narigi chekkasida insoniyat uchun yangi uy qidiruvchi fazogirlar.,https://img.youtube.com/vi/zSWdZVtXT7E/maxresdefault.jpg,https://www.youtube.com/watch?v=zSWdZVtXT7E,Kino,true
The Crown,Qirolicha Yelizaveta II hayoti va Britaniya qirollik oilasi sirlari.,https://img.youtube.com/vi/JWtnJjn6ng0/maxresdefault.jpg,https://www.youtube.com/watch?v=JWtnJjn6ng0,Serial,false
Aladdin,Sehrli chiroq va uning ichidagi jin yordamida baxtini topgan Alouddin.,https://img.youtube.com/vi/9g5knnlF7Zo/maxresdefault.jpg,https://www.youtube.com/watch?v=9g5knnlF7Zo,Multfilm,false
Gran Turismo,Simulyator o'yinchisining haqiqiy poyga yo'laklariga chiqishi tarixi.,https://img.youtube.com/vi/GVPzLlpqzZ4/maxresdefault.jpg,https://www.youtube.com/watch?v=GVPzLlpqzZ4,Kino,false
The Witcher,Geralt ishtirokidagi maxluqlarga qarshi kurash va sehrli taqdir hikoyasi.,https://img.youtube.com/vi/ndl1W4ltcmg/maxresdefault.jpg,https://www.youtube.com/watch?v=ndl1W4ltcmg,Serial,false
Shrek,Yashil dev va uning sodiq do'sti Eshakning malika Fionani qutqarishi.,https://img.youtube.com/vi/CwXOrWvQBP8/maxresdefault.jpg,https://www.youtube.com/watch?v=CwXOrWvQBP8,Multfilm,false
Oldboy,15 yil davomida sababsiz qamab qo'yilgan odamning dahshatli qasosi.,https://img.youtube.com/vi/2Hkjw5Knf68/maxresdefault.jpg,https://www.youtube.com/watch?v=2Hkjw5Knf68,Kino,false
Money Heist,Professor boshchiligidagi o'g'rilarning Ispaniya bankidagi daho rejalari.,https://img.youtube.com/vi/_InqQJRqGW4/maxresdefault.jpg,https://www.youtube.com/watch?v=_InqQJRqGW4,Serial,true
Despicable Me,Yovuz Gru qanday qilib mehribon otaga aylanishi va mittivoylar sarguzashti.,https://img.youtube.com/vi/sUkZFetWYY0/maxresdefault.jpg,https://www.youtube.com/watch?v=sUkZFetWYY0,Multfilm,false
Braveheart,Shotlandiya mustaqilligi uchun kurashgan Uilyam Uollesning qahramonligi.,https://img.youtube.com/vi/1NJO0jxPuQ8/maxresdefault.jpg,https://www.youtube.com/watch?v=1NJO0jxPuQ8,Kino,false
Euphoria,O'smirlarning zamonaviy hayoti va ruhiy muammolari haqidagi drama.,https://img.youtube.com/vi/RPz7LniMApE/maxresdefault.jpg,https://www.youtube.com/watch?v=RPz7LniMApE,Serial,false
How to Train Your Dragon,Vikinglar va ajdarlarning o'zaro do'stligi haqidagi ajoyib multfilm.,https://img.youtube.com/vi/fS99LhGkZMo/maxresdefault.jpg,https://www.youtube.com/watch?v=fS99LhGkZMo,Multfilm,false
Memento,Xotirasini yo'qotgan odamning o'z xotinining qotilini qidirishi haqida.,https://img.youtube.com/vi/0vS0E9bBSLw/maxresdefault.jpg,https://www.youtube.com/watch?v=0vS0E9bBSLw,Kino,false
Daredevil,Ko'zi ojiz bo'lsa-da, tunda jinoyatchilarga qarshi kurashadigan advokat.,https://img.youtube.com/vi/n83s6Kn1pt0/maxresdefault.jpg,https://www.youtube.com/watch?v=n83s6Kn1pt0,Serial,false
The Lion King,Simbaning o'z taxtini qaytarib olish va otasining qasosini olishi.,https://img.youtube.com/vi/7TavVZKewrY/maxresdefault.jpg,https://www.youtube.com/watch?v=7TavVZKewrY,Multfilm,false
Inglourious Basterds,Ikkinchi jahon urushida natsistlarga qarshi shafqatsiz kurashgan guruh.,https://img.youtube.com/vi/KnrRy6kSFF0/maxresdefault.jpg,https://www.youtube.com/watch?v=KnrRy6kSFF0,Kino,false
The Walking Dead,Zombi virusi tarqalgan dunyoda tirik qolishga urinayotgan insonlar.,https://img.youtube.com/vi/sfAc2U20uyg/maxresdefault.jpg,https://www.youtube.com/watch?v=sfAc2U20uyg,Serial,false
Madagascar,Nyu-York hayvonot bog'idan qochgan do'stlarning Afrika sarguzashtlari.,https://img.youtube.com/vi/dm-m_pS_J98/maxresdefault.jpg,https://www.youtube.com/watch?v=dm-m_pS_J98,Multfilm,false
Joker,Jamiyat tomonidan rad etilgan Artur Flekning qotilga aylanishi.,https://img.youtube.com/vi/zAGVQLH549w/maxresdefault.jpg,https://www.youtube.com/watch?v=zAGVQLH549w,Kino,false
Loki,Vaqtni nazorat qiluvchi tashkilot qo'liga tushgan Loki sarguzashtlari.,https://img.youtube.com/vi/nW948Va_i14/maxresdefault.jpg,https://www.youtube.com/watch?v=nW948Va_i14,Serial,true
Monsters University,Maykl va Sallining universitetda qanday qilib do'stlashgani haqida.,https://img.youtube.com/vi/QDK895yvniU/maxresdefault.jpg,https://www.youtube.com/watch?v=QDK895yvniU,Multfilm,false
The Truman Show,Butun hayoti yashirin tele-shou ekanligini bilib qolgan odam hikoyasi.,https://img.youtube.com/vi/dlnmQbPGuls/maxresdefault.jpg,https://www.youtube.com/watch?v=dlnmQbPGuls,Kino,false
Stranger Things,Xoukins shaharchasidagi g'alati va qo'rqinchli hodisalar siri.,https://img.youtube.com/vi/b9EkMc79ZSU/maxresdefault.jpg,https://www.youtube.com/watch?v=b9EkMc79ZSU,Serial,true
Ice Age,Sids va uning do'stlarining muzlik davrida omon qolish uchun harakati.,https://img.youtube.com/vi/i4igzW6S0is/maxresdefault.jpg,https://www.youtube.com/watch?v=i4igzW6S0is,Multfilm,false
The Prestige,Ikki daho illyuzionistning o'zaro shafqatsiz va sirli raqobati haqida.,https://img.youtube.com/vi/o4gHCmTQDVI/maxresdefault.jpg,https://www.youtube.com/watch?v=o4gHCmTQDVI,Kino,false
Lucifer,Do'zax hukmdori Los-Anjelesda politsiyaga yordam berishni boshlaydi.,https://img.youtube.com/vi/X4bF_v87f5k/maxresdefault.jpg,https://www.youtube.com/watch?v=X4bF_v87f5k,Serial,false
Brave,Shotlandiyalik jasur malika Meridaning o'z oilasini qutqarish kurashi.,https://img.youtube.com/vi/TEHWDA_6e6s/maxresdefault.jpg,https://www.youtube.com/watch?v=TEHWDA_6e6s,Multfilm,false


title,description,thumbnail_url,video_url,category,is_hero
Muhtasham yuz yil,Sulton Sulaymon va Xurram Sultonning Usmonli imperiyasidagi hayoti.,https://img.youtube.com/vi/vG_fM_v_9X8/maxresdefault.jpg,https://www.youtube.com/watch?v=vG_fM_v_9X8,Serial,true
Squid Game: Kalmar o'yini,Katta qarzga botgan insonlarning omon qolish uchun o'lim o'yinlaridagi ishtiroki.,https://img.youtube.com/vi/oqxAJKy0ii4/maxresdefault.jpg,https://www.youtube.com/watch?v=oqxAJKy0ii4,Serial,false
Pulp Fiction: Jinoiy asar,Kventin Tarantinodan bir-biriga bog'langan jinoyat va qasos hikoyalari.,https://img.youtube.com/vi/s7EdQ4FqbhY/maxresdefault.jpg,https://www.youtube.com/watch?v=s7EdQ4FqbhY,Kino,false
Zootopia: Hayvonlar shahri,Politsiyachi quyon va ayyor tulkining g'alati jinoyatni fosh qilishi.,https://img.youtube.com/vi/jWM0ct-OLsM/maxresdefault.jpg,https://www.youtube.com/watch?v=jWM0ct-OLsM,Multfilm,false
Avatar: Suv yo'li,Pandora sayyorasining suv osti dunyosi va yangi xavf-xatarlar.,https://img.youtube.com/vi/d9MyW72ELq0/maxresdefault.jpg,https://www.youtube.com/watch?v=d9MyW72ELq0,Kino,true
Wednesday: Uenzdei,Nevirmor akademiyasida o'qiyotgan g'alati qizning sirli qotilliklar tadqiqoti.,https://img.youtube.com/vi/Di310WS8zLk/maxresdefault.jpg,https://www.youtube.com/watch?v=Di310WS8zLk,Serial,true
